,reviews
667,기능좋고 편리하고 5천원 대박이벤트임에도 불구하고 주위에 추천하면 다단계 취급받고 일단 사람들이 계좌에 관해서는 불안해해서 의심스럽다고 전부 거부하네요 지인추천하는 효과가 없어요 추천하면 이상한사람 취급함 공식적인 메스컴을 통해서 안전하다는걸 인증해야 파급효과가 클것같네요
668,선물 받는기능은 도대체 어떻게 거부 하는거죠 \? 친구가 이용권을 선물했어요 이거 도대체 어떻게 거부 하는걸까요 \? 정말 도저히 짜증이나서 이앱을 설치해서 설정도 들어가보고 다찾아봤는데 전혀 보이질 않는군요 그친구를 차단이라도 해야하는건가요 \? 
669,네 버 웹툰보다 퀄리티 더 좋고 소설 강추 합니다 ! ! 재미보장 진짜 지울 수가 없는 앱이예요 
670,문자 없이 간단히 qr로 사용 가능해서 너무 편리하고 6자리 비밀번호 입력으로 간단히 본인인증 완료 가능해서 너무 편리합니다 진작 이렇게 편리한 pass 사용할걸 그랬어요 그동안 괜히 문자로 일일이 번거롭게 인증했네요
671,제가 쓴지 조금 되었는 데요 캐시 모으기가 어려워요 제가 아직 어려서 그점만 보완해 주시면 좋겠습니다 ! 
672,폰이반쪽깨저서터치도안되는데친구3명보내면주는거도안눌리고 진심자동회전기능좀넣어주세요
673,와 진심 욕하고 싶네 무슨 10번보게하고 1번보는데에 500원 쓰라고 \? ! 카카오는 진심 꺼지면 좋겠다 결제 안되는 학생들은 어쩌라고
674,체고편함 이 세상 편함이 아닙니다 우주 편합니다 너무 편리하고 간단해서 남에게 쉽게 돈을 보내주게 됩니다 조심하세요
675,편하다는거 알고있었는데 왜 안썼지 \? 후회할정도로 편한앱
676,소액송금을 자주하는데 이만한 앱이 없어요 아주 요긴하게 잘 쓰고 있습니다 
677,진짜 레알 편해요 안쓰시는분들 다른앱보다 더 좋으니까 꼭 써보세요 ! ! 강추 ! ! 
678,왜 이용권을 사서봐요 걍꽁짜로 해주면 안돼나 그럴 바에는 이북 으로 보는게 더 났겠다
679,수수료도 없고 너무 간단하고 편해요 감사합니다 많이 알리고 싶어요
680,바로전업뎃후 새벽에만한번 노티바에 토스 아이콘이 떠있는데 왜그런건가요 괜히 찝찝하네요 아무런 문구없이 그냥 토스아이콘만 노티바에뜨네요
681,좋은 앱이네요 근데 신한카드 갱신할때마다 비번 다시 물어보는 문제 있습니다 노트9입니다 재부팅하니까 제대로 되네요 굿
682,카카오페이지를 설치하고 인터넷이 잘 안 되고 다른 앱을 사용했을 때 계속 꺼집니다 제 폰에서만 그런 게 아니라 다른 폰에서도 그러더라고요 왜 그런 거죠 \? 
683,은행에 가지않고 텔레뱅킹 이용하지 않으면서 쉽고 편리하게 이용할수 있어서 참좋습니다 잘사용하고 있어요 
684,전업데이트 하지도않았는데 자동으로 업데이트됐어요 너무불편해요 그지앱
685,지금처럼 안들어 가질때도 있고 광고보고 캐시받기도 11초에서 항상멈춤등의 불편한점 때문에 
686,편해요 5회수수료도 무료이고요 계좌몰라도 연락처로도 송금할수있고 일일 50만원이 적을수도 있지만 저에겐 적당해요 
687,화면이동할때마다 굳어지고 종료되고 이딴걸 앱이라 내놓고 이북팔이하다니 대단하네요
688,데이터를써야만들어가지네요 와이파이로는 안들어가져요갑자기그거고쳐주세요지금뭐점검중이런거뜬것도아니고 와이파이로다른건다되는데카카오페이지만안들어가져요빨리고쳐주세요
689,개인정보부터 계좌비번까지 싸그리 입력해야되내 전혀신뢰가 안간다 삭제
690,번호인증이나 그외의 것에는 방법이없을까요 공기계로 꼭 이용해야하는대
691,간편송금은 최고 엄지척으로 바로가능하고 큐알코드 알려줘 이체로 받을수 있고 편리함
692,사용하기 편하고 송금이나 입금 계좌관리가 간편해요 광고도 없구요
693,진짜 최악이네요 무슨 카드생겼다고해서 들어가 밭급받아서 써볼려고했더니는 되는것도없고 고객센터는 24시간이라고 음성 파일 뛰우질 말든가 2시간이 넘도록 전화해도 받기는커녕 진짜 카드는 최악이군요
694,문제를 문의하자마자 해결 해주시고 정말 친절하게 설명까지 해주십니다 정말 최고인것 같습니다
695,정말 편하고 좋은것 같아요 예전에는 지문인식이 없었는데 지문인식이 생기니까 더 믿을만 해졌어요 근데 토스소액대출 서비스가 없어진건 많이 아쉽네요 
696,한마디밖에 떠오르지 않는다 최고의 어플 최고의 서비스 하나 부탁드리자면 제일 힘든일이지만 초심의 서비스를 잊지 않아주셨으면 합니다
697,만 14세 말고 14세부터 가능하게 해주시면 안되나요 주변사람들이 이 앱 편리하고 좋다해서 깔았는데 만 14세이상부터 가능하다해서 못 쓰고있습니다 
698,주변에서 다쓰는데 저는솔직히불안해서 안썼다가 이번에폰바꾸면서 사용하는데 안쓴제가멍청했네용 너무좋아용
699,atm기계있는곳에 가지 않아도되고 저처럼기계치도 쓰기 좋은 것 같아요 
700,잘보고잇는데 튕기더니 왜 안들어가 지나요 다시깔아도 안되는건 마찬가지고 
701,토스 쓴지 꽤 됐는데 너무 편해요 간편결제 모르는사람들 넘 안타깝 회사가 많이 성장하는것같아서 보기 좋아요 앞으로도 대성하시길 \) 
702,왜 갑작이 기무로바뀌죠 \? 너무하네요 그것도 사람들이많이보고 인기있는 작품들만 다 기무로 바꾸시고 학생들은 돈도없는데 어케보라고 대여권도 주실것도아니시면서 왜 기무로바꾸세요 미리공지라도 해주시든가 진짜 너무하네요 광고도 다 어른들만 할수있는거고그냥 학생들은 보지말라는건가요 \? 
703,내가 사용한 플랫폼 종류가 그렇게 많진 않지만 그 얼마 없는 플랫폼 중에서도 최 악 작품 종류도 다양하고 일요무비데이도 있어서 좋았는데 개편 이후로 어느정도 잘나가는 작품만 쏙쏙 골라서 웹툰이었던 것마저 기다리면 무료로 바꾸고 그래놓고는 12시간 무료 특별관에서 인기 작품을 더 빠르게 만나보세요 ! 이러고 있음 어이없어서 진짴 별 하나도 주기 싫은데 안주면 리뷰 못해서 주는 수준임
704,업데이트 하라고 기존프로그램으로 사용할수 없다는데 업데이트 누르니 무한 설치중
705,초심을 점점 잃어버리시네요 토스를 쓰는 이유가 사라져 버렸어요 삭제하겠습니다
706,캐시지급안돼는문제좀 수정해주세요 페이코인이랑트립스토어 했는데 안돼네요
707,갑자기 대부분 웹툰이 기다리면 무료로 됐네요 \? \? \? \? \? \? \? \? \? \? \? \? 독자들은 뭘 보란거죠 \? \? \? \? 그것도 최신판 10편 15편은 못본다그러고 \? \? 돈 없으면 보지말라는건가요 \? \? \? \? 삭제하라는거죠 \? \? \? 예 삭제하도록 하겠습니다
708,카드조회 롯데카드 사용 금액 확인하기 눌러 문자인증으로 연결 문자인증으로 동의 지문인증 후 문자인증을 위한 정보를 확인 중입니다 문구 뜨고 무한로딩입니다 해결해주세요 10분 넘게 기다려도 계속 로딩만 됩니다 
709,브라우저로 볼수있는건 브라우저로 보게하면안되겠냐 \? \? 
710,정말정말 잘 보고 있어요 작품들 모두 다 재밌고 좋개 보고 있답니다 웹툰 소설 안 가리고 다 보고있고 사비스에도 충분히 만족중이에요 다만 한가지 기능을 추가해주실 수 있나요 \? 야간모드 \( 어두운 화면 모드 \) 를 추가해주신다면 정말정말 편할 것 같아요 저뿐만 아니라 다른 분들도 잘 사용하실 거라 생각됩니다 ! 카카오페이지 재밌어요 응원합니다 ! ! 
711,일단 그전까지는 안쓰던 간편인증앱인데 폰 바꾸며 사용해보니까 정말편리합니다 용량없으신분 아니면 꼭 사용하시길
712,제가 여명을 설치 로그인 했는데 400캐쉬가 안오네요 이런것들만 고쳐주신다면 별 5개요
713,폰이구린건지 베가아이언 지원이안되는건지 좀 짜증나네요 네이버도 그러더니 
714,내캐쉬 어쩔거임 \? 나 이때까지 받은 캐쉬는 2400갠데 쓴건600개임 근데 1800캐쉬 증발함 zzzzzzz
715,친구태그 안되는 이유가 태그 하나 하려고 페이스북 어플 깔게 만드려는 비겁한 수작이 아니라면 업뎃해주세요
716,아이콘 좀 바꿔주세요 검은색이라 로딩 덜 된 것 처럼 보여요 
717,건쉽배틀 본부14레벨을 달성하면 2500캐시를 주는 미션이 있는데 14레벨을 달성해도 2500캐시를 받지 못했습니다 제 시간은 어디간건가요 \? 
718,토스 처음 깔았다가 실수로 계좌차단당했는데 고객센터에서 상담을 너무 친절하게 해주시고 넘나좋은것 그리고 주토피아 닉은 사랑입니다 
719,업그레이드를 좀 하슈 너무 불편 해유 매일매일 앱들이 진화하는데 카카오만 정체 되었는데 좀 심하네 도태 되어야 하나 \? 
720,복잡한 인증 절차 pass 라지만 문자인증보다 불편하네요
721,아니 패치를 몇번을 했는데 다음편 넘길때 제대로 안넘어가는 경우가 자주 있네요 이거 수정 안되요 \? 카카오에서는 한번도 그런적이 없는데 당췌 왜 \? 담편 가는게 안되는지 99프로도 받고 98프로도 받고 왜 거기서 멈추고 안넘어 가냐구요 같은 동작을 짧게는 몇번 길게는 열몇번을 해야 다음편 볼수 있네요 이거 수정좀 합시다 
722,식객 재미있게봤는데 페이지에서 다시 보게되어 기쁘네요 2명초대시 무료네요 흥해라 식객 
723,"추가인증안하고 50000원 , 43000원 입금했는데 월 출금한도초과라고뜨네요 추가인증없이는 한도가 얼마에요 \? "
724,김율 님 님이핸드폰사면되잖아요 중2인데 핸드폰이없어요 \? 제작자도힘들고요 님은안힘들겠죠 \? 그럼다른웹툰보시던가요 
725,정말 편리하네요 타사 다른 송금 서비스보다 토스가 압권이네요
726,마지막까지 다 봐도 마지막까지 보지 않음 으로 표시가 된다
727,"최상의 앱입니다 모든 건 카카오톡으로 귀결되지만 , 돈에 관해선 토스로 귀결되지요 정말 편해요 ! ! ! "
728,정말 잘 쓰고잇고 제가 가장 많이 쓰는 앱중에 하나이지만 디자인은 예전것이 조금더 나은것같네요 이벤트 캐시 등도 친구한테 선물할수 있었으면 좋겟어요 
729,이거 대박이네요 진짜 계좌번호 몰라도 핸드폰번호만 알면 되니까 정말 편하네요 ! 감사합니다 ! 
730,작가들도 돈받고 그림그리는건데 캐시주는게 당연하다는듯 더달라고 징징거리네 장애있나
731,친구 초대해서 복수계좌 사용가능이라고 뜨는데 왜계좌등록이안되죠 \? \? \? 
732,진짜 다 괜찮았는데 영화10분무료 \? 뭐 그것때문에 실망입니다 진짜 별1개주기도 싫고요 마이너스를 드리고 싶군요 저는 당당하게 돈내서 영화를 봤습니다 하지만 겨우 캐쉬로 볼수 있다뇨 \? 그러면 돈을 낸 사람은 뭐가돼나요 \? 정말로 실망스럽습니다 
733,텔레뱅킹 스마트폰뱅킹 모두 어색했는 데 토스로 보내니 쉽고 간편해서 넘 조아요 
734,다시 전으로 돌려주세요 이게 뭐에요 완전 별로 입니다 계좌 잔액만 나와야지 신용정보에 기타사항까지 다나오고 맨처음부터 송금 나오고 뭔가 기분이 나빠요 다시 업데이트 전으로 돌려주세요
735,카카오포인트가 캐시로전환되듯 캐시도 포인트로 전환할수있게해주세요 한번실수로 전환되면 빼도박도못하고 이게 뭡니까 같은 카카오끼리 유연하게 제발요
736,클립보드 복사하고 나면 계좌번호 자동입력되고 공인인증서 otp 없이도 사용할 수 있어 너무 편리해요
737,정말 말도 안되게 좋구 다 고퀄임 애청작이 하나둘씩 늘고있어여
738,잘 쓰고있긴 한데 건쉽배틀 본부 14레벨 미션 보상인 2500캐시가 안들어와요 앱에 써져있는데로 앱을 재시작해봤는데도 안들어오네요 미션은 했는데 보상이 안들어오니까 썩 기분이 좋진 않네요 신속한 조치 부탁드리겠습니다
739,"카카오뱅크는 나의 목숨을 한번 붙들게해주엇다 , 그리고 몇년간 잘사용하엿고 입출금알람도 씹힘이업다 아직도 눈물이흐른다"
740,내이름 넣고 주번 넣는데 일치 하지 않는다고 하네 이것들 미쳤네 하긴 kt가 어지간하겠냐 완전 저능아 수준이구만 이거 누구 대가리에서 나왔냐 꼴에 박사 머리에서 나왔겠지 
741,당장 토스계좌에 있는돈 써야하는데 와이파이로 해도 데이터로 해도 접속이 안돼요 빨리 어떻게좀 해주세요 
742,카카오 계정으로 로그인이 안된다고 뜨는데 왜 그런거죠 \? 이거 고쳐주세요 
743,유료캐시도 결제 한부분이고 지금은 코드 400라고 하면서 로그인 안됨 카카오는 잘만됨 제거 설치 다시해봤음
744,업뎃이후에 송금하려고 들어가서 금액누려면 팅기고 계속 왜 그래요 \? 쓰지를 못하겠네
745,카카오톡에 있는 계정 자동으로 연계시키지는건 좋은데 따로 다른계정으로 들어갈 수 있게는 해야되지 않나요 \? 왜 대체 막아놓은 거예요 \? 다른 계정으로 로그인 할 수 있게 조치해주세요
